path	sha256	size_bytes	line_count	owner	decision
tensor_8d_ledger.jsonl	b7e09f2fbea6abc2268caefcec11cff85a3b42585cfd4d371d82efc25b90aa6e	750	20	EVIDENCE_LEDGER_WORKCELL	commit_after_jsonl_and_secret_gate
